Time,X1,Label
0,13406.190763486273,0.0
1,16210.107443472692,0.0
2,5397.09387269542,0.0
3,34003.516119052016,0.0
4,36105.4494361228,0.0
5,6586.592904734906,0.0
6,10994.725041253629,0.0
7,3291.077227851856,0.0
8,25649.481920110316,0.0
9,38981.59913344249,0.0
10,4132.897491306894,0.0
11,-161.56946030216113,0.0
12,11074.236881372844,0.0
13,-5115.290721586661,0.0
14,-4529.550379649634,0.0
15,-1497.267100180141,0.0
16,11768.787124037872,0.0
17,-11291.001643747557,0.0
18,-21099.20190860145,0.0
19,20702.27947392025,0.0
20,11980.199953932544,0.0
21,-26886.974572446234,0.0
22,-2251.1159013911574,0.0
23,27374.25173885622,0.0
24,-11639.003443330028,0.0
25,-9258.044092882164,0.0
26,-14755.921772396183,0.0
27,-10368.06774114328,0.0
28,8470.645840760008,0.0
29,-11666.240745100302,0.0
30,-4526.405519751543,0.0
31,23585.16365003848,0.0
32,-1951.2182141411754,0.0
33,26980.32868515794,0.0
34,33694.28861622928,0.0
35,-24340.38447355509,0.0
36,-898.1790552947843,0.0
37,-16810.752659276266,0.0
38,35193.931104548305,0.0
39,-18106.23170791995,0.0
40,-36228.955994157106,0.0
41,7949.1080443502005,0.0
42,7165.043381379889,0.0
43,29045.999720537122,0.0
44,23089.545618133136,0.0
45,-10449.863620988723,0.0
46,-10903.204518396524,0.0
47,4009.0827791392976,0.0
48,9305.46094427207,0.0
49,30975.726386092167,0.0
50,-3459.496943606474,0.0
51,-4195.7489069931125,0.0
52,349.58400660953885,0.0
53,3608.104451472269,0.0
54,9545.559412549112,0.0
55,10607.664227862526,0.0
56,172.01373963782714,0.0
57,8433.348563318395,0.0
58,28437.10086437399,0.0
59,-3666.471244774403,0.0
60,-15936.448783123344,0.0
61,4950.526586972306,0.0
62,8857.330226328739,0.0
63,-9357.702294844488,0.0
64,-17694.563541865395,0.0
65,-13313.692747238681,0.0
66,-8374.912848341724,0.0
67,8022.562750169833,0.0
68,20021.80791073617,0.0
69,32205.94248710351,0.0
70,-3865.607127414086,0.0
71,10189.514581741969,0.0
72,-25349.61416536251,0.0
73,-5931.334137732447,0.0
74,-26879.711719970957,0.0
75,33503.60201693437,0.0
76,18825.697146122133,0.0
77,-3318.1802825983896,0.0
78,-5893.530955275561,0.0
79,-5406.472336992259,0.0
80,20983.7902769414,0.0
81,36905.07225257525,0.0
82,23251.624993727608,0.0
83,-9101.610991656502,0.0
84,-19056.898946136993,0.0
85,-5133.956650039977,0.0
86,-3623.419635222225,0.0
87,26622.00074522104,0.0
88,-702.6127243166529,0.0
89,-6585.411224307472,0.0
90,-1663.8893068615039,0.0
91,-5469.637643675242,0.0
92,10368.581166681844,0.0
93,-16960.408662619106,0.0
94,942.0797484129594,0.0
95,373.2387654074664,0.0
96,-19698.035628431335,0.0
97,-66.97780779422585,0.0
98,-6936.272154953505,0.0
99,14909.812020086894,0.0
100,10562.460486235934,0.0
101,7307.967401734131,0.0
102,-9325.460310056038,0.0
103,11771.426676704756,0.0
104,-3086.735926844363,0.0
105,7436.169646979586,0.0
106,22061.52862930297,0.0
107,16967.852387552273,0.0
108,-12047.81533050057,0.0
109,-11473.192157105486,0.0
110,12337.640438824881,0.0
111,19177.25258487325,0.0
112,-18244.891824924103,0.0
113,-1490.4559831423417,0.0
114,-10894.839334057177,0.0
115,-2047.923797381021,0.0
116,3927.9436746121332,0.0
117,49902.75007534207,0.0
118,7634.666329382315,0.0
119,-16609.124894547625,0.0
120,-6776.571530026241,0.0
121,-11327.212186689863,0.0
122,-30807.963957530937,0.0
123,783.5258680862166,0.0
124,12822.18127317101,0.0
125,10209.480841767821,0.0
126,-24466.739923031953,0.0
127,-18317.918128259586,0.0
128,13312.017105511444,0.0
129,-15810.944013248965,0.0
130,-30749.19974703053,0.0
131,8389.707636433597,0.0
132,16094.742593617888,0.0
133,-18714.256459952627,0.0
134,-9277.995736448695,0.0
135,14541.799912879298,0.0
136,-15328.508107198828,0.0
137,-13940.196460620351,0.0
138,-19601.688226460326,0.0
139,-342.40189313424366,0.0
140,11248.050747868414,0.0
141,1092.8366924162174,0.0
142,24868.911136713825,0.0
143,-3230.5008485049184,0.0
144,5403.920554155632,0.0
145,8637.560886141482,0.0
146,21844.343537081477,0.0
147,-4848.049348822426,0.0
148,7565.86474473771,0.0
149,8117.1248125653965,0.0
150,738.7204702295376,0.0
151,-6997.968902682653,0.0
152,23550.64662842359,0.0
153,1396.9101875481347,0.0
154,1330.5466171260014,0.0
155,5605.126341984418,0.0
156,-32321.090725522467,0.0
157,11919.435090208333,0.0
158,16887.26225492054,0.0
159,17748.4513637551,0.0
160,-12651.70422366339,0.0
161,-19379.770492990065,0.0
162,-15038.012926856029,0.0
163,13893.443230518133,0.0
164,-606.2263334507684,0.0
165,-2890.811790895378,0.0
166,8981.727845738464,0.0
167,-24510.489706890916,0.0
168,-21951.06590070973,0.0
169,-2319.3261612096862,0.0
170,-10003.00333396826,0.0
171,2500.52620901111,0.0
172,-13368.977214024213,0.0
173,3500.798110581167,0.0
174,19697.451653269207,0.0
175,13267.555219023745,0.0
176,17529.16079001125,0.0
177,-3783.8335566110973,0.0
178,-16284.940247998402,0.0
179,9364.006860257183,0.0
180,12265.983301526281,0.0
181,-27625.36616582779,0.0
182,-6121.13390915305,0.0
183,13693.440576522624,0.0
184,23264.236455127982,0.0
185,5913.2838847288995,0.0
186,-7699.197119625747,0.0
187,-18782.353488300665,0.0
188,14357.973517077739,0.0
