T,S,X0
0,0,-2292.88286768707
1,0,-3142.9209058106985
2,0,-2401.545288711792
3,0,-1818.3018312153613
4,0,-2892.784207534136
5,0,-115.68996135549105
6,0,-2904.387212410563
7,0,-3087.6899144481995
8,0,-5536.182459764195
9,0,-5983.175190583992
10,0,-201.15156871368322
11,0,-852.9065151213563
12,0,-2016.9057955875091
13,0,-2893.7792197818053
14,0,-4814.669509926817
15,0,-2135.811785853986
16,0,-4482.413139188889
17,0,-2049.8951240093156
18,0,-1855.4213331855071
19,0,-2325.4729910576516
20,0,-417.0073856801698
21,0,-2141.1039653367384
22,0,-1499.2000733766472
23,0,-1583.3819666044856
24,0,-2541.885553943627
25,0,-1942.6853188815455
26,0,-3880.669224339854
27,0,-2191.1165869367564
28,0,-1852.991392719138
29,0,-2906.3310519137494
30,0,-3119.397310943807
31,0,-1890.4631625956858
32,0,-409.8921197908571
33,0,-736.5424275577766
34,0,-288.06736381804603
35,0,-2286.1835840219937
36,0,-1794.0650052146316
37,0,-3450.722869102544
38,0,-862.3580357235651
39,0,-657.5756475633191
40,0,-1288.1830384056188
41,0,-2777.1259674144285
42,0,-1191.1199577186717
43,0,-3720.1967622121974
44,0,-3583.1674615287475
45,0,-3024.4646233008293
46,0,-3437.2212096730304
47,0,-1560.8117114574006
48,0,-4312.105899785629
49,0,-2356.612817778686
50,0,-3527.7424304841343
51,0,-2801.402953318225
52,0,-1038.0994575291193
53,0,-3709.1343518396798
54,0,-2200.0559855201877
55,0,-2093.9582285684055
56,0,-4338.492534415234
57,0,220.76979783123852
58,0,-1909.5106574041943
59,0,-1394.5979291967856
60,0,-3772.845449844641
61,0,-2890.769854896492
62,0,-2061.9471035393635
63,0,-2348.2895220305786
64,0,-3488.8808726809157
65,0,-1867.2115177772696
66,0,-685.1761318119454
67,0,-1606.6713678807075
68,0,-3336.1552698696687
69,0,-2953.600564328095
70,0,-3667.182568377354
71,0,-3553.8056212724077
72,0,-1666.6982042158857
73,0,-2761.9046549463264
74,0,-2997.9506346185235
75,0,-1197.2014045160765
76,0,-1900.5856375417372
77,0,-19.150831623112936
78,0,-3187.6927583130255
79,0,-2488.45230243978
80,0,1420.1454908256005
81,0,-978.7210242569251
82,0,-1850.29311509318
83,0,-1804.3392226084768
84,0,-3564.8730602125174
85,0,-3188.8003525572453
86,0,-2385.5662386968643
87,0,-1007.1046636357289
88,0,-1440.9322410958002
89,0,-2475.651125916812
90,0,-2447.4481166412147
91,0,-3517.7233578064806
92,0,-1747.1482223384096
93,0,-2584.7272659648133
94,0,-3389.7754144997125
95,0,-2567.2231186748654
96,0,-3146.749951385029
97,0,-3007.7243713292582
98,0,-2023.8849844992767
99,0,-2804.78891535754
100,0,-1471.966375443456
101,0,-3251.524377891862
102,0,-2179.993060031132
103,0,-3975.64708489889
104,0,-339.8097172093708
105,0,-2008.444938023527
106,0,-324.2753822454015
107,0,-3532.653698490173
108,0,-382.96867807651574
109,0,-4576.036135166603
110,0,-3645.0640249864036
111,0,78.98999518213668
112,0,-3847.483351048317
113,0,-981.8693436702524
114,0,-327.2549005126057
115,0,-4078.5359427180597
116,0,-686.4827509716861
117,0,-1795.2263040260461
118,0,-1549.7257756406293
119,0,-4247.107164351981
120,0,-1850.446025227028
121,0,-1141.7974185101052
122,0,-1130.5152170448505
123,0,-3512.678219785187
124,0,-1021.5994793602815
125,0,-2178.0067663477485
126,0,-1837.084080056598
127,0,-582.5753138643847
128,0,-618.1079391106705
129,0,-3678.9179678756163
130,0,-3128.0208400809192
131,0,-562.1393250175288
132,0,-3555.865201230804
133,0,-3586.076164481656
134,0,-4000.6220481577416
135,0,348.23365857182216
136,0,-1084.6717788145017
137,0,1092.2921551097406
138,0,-458.61177065481183
139,0,-1673.604134486652
140,0,-2640.278085270871
141,0,-1733.424741303707
142,0,-2937.3610438937885
143,0,-2667.26421017096
144,0,-1094.7262398001717
145,0,-1515.7549874958477
146,0,-1056.6136174847554
147,0,-4507.048025700472
148,0,-2095.372335786634
149,0,-2260.9191713896644
150,0,-485.3409932983916
151,0,-953.6810643651515
152,0,-920.6440395666143
153,0,-2521.367578520315
154,0,-1447.048628752957
155,0,-248.0234251322354
156,0,-3413.5606789796516
157,0,-2395.806584475067
158,0,-2447.4345550042362
159,0,-2362.854038002862
160,0,-1577.4904989068182
161,0,-122.73442101461023
162,0,-1620.49731413155
163,0,-3796.7658136494365
164,0,-2725.5683448706995
165,0,-3004.6411171426694
166,0,-4979.568026313456
167,0,-2445.109534639199
168,0,-2186.4728667201443
169,0,-340.50501048696447
170,0,-2857.111675385703
171,0,-2590.636576937256
172,0,-2154.298402354822
173,0,-2878.5864713535602
174,0,-4312.978745964902
175,0,195.26488599835238
176,0,52.71939003941634
177,0,-528.2677267737934
178,0,-2899.428109862798
179,0,-1844.9086964926537
180,0,-1353.7055265115114
181,0,-3151.4711188129813
182,0,-2419.1190939233866
183,0,-2566.1441031854565
184,0,-3262.6664581367572
185,0,-4172.250446162832
186,0,-2950.722710668387
187,0,-1853.9898879866198
188,0,-1348.4865103866073
189,0,-1546.325270838524
190,0,-1892.2585934272397
191,0,-3786.629284388209
192,0,-1290.7439035601753
193,0,-1441.3089413256057
194,0,-5039.8594377907975
195,0,-2599.6748500176504
196,0,-2970.640175206666
197,0,529.53751109534
198,0,-3840.587780355478
199,0,-3376.913199892305
200,0,-1434.9207874631952
201,0,-2889.794875656803
202,0,-4284.219540461584
203,0,-2480.763650786384
204,0,-3504.101449033751
205,0,446.50618195619427
206,0,-1406.005925623095
