T,S,X0
0,0,2251.0756494906054
1,0,1664.6843253635052
2,0,2861.315695422754
3,0,1637.2605369355172
4,0,3246.5043891018413
5,0,2091.773898724858
6,0,2294.3956788190567
7,0,3003.3671944787047
8,0,2193.165877260049
9,0,2655.276453431222
10,0,1790.0564674153777
11,0,2367.09791484585
12,0,1962.5503611160527
13,0,2445.28942680208
14,0,2507.631263671803
15,0,2752.884168594906
16,0,1842.17765356172
17,0,2499.785617861558
18,0,2174.886294355151
19,0,1646.4778850538069
20,0,2680.515586358565
21,0,2255.5185901432433
22,0,2558.672771839159
23,0,2478.872867848182
24,0,2291.1223516763707
25,0,2011.7526571921699
26,0,2589.4585301185275
27,0,1995.4647908734235
28,0,2077.2143989862616
29,0,2142.919322542374
30,0,2911.7787677967603
31,0,2976.695018987027
32,0,2177.9318515615773
33,0,2735.9564181801534
34,0,3429.503126162737
35,0,1526.7993420543694
36,0,1817.2274250205464
37,0,2414.4372493082324
38,0,1649.716591310322
39,0,1782.1621543657031
40,0,2565.951090718926
41,0,2118.601234717349
42,0,2303.2987657868107
43,0,2000.9259647901113
44,0,2630.950870986571
45,0,1076.7660794359092
46,0,1873.2091369710633
47,0,2033.7544716303096
48,0,2388.6563825724347
49,0,2176.9009870638574
50,0,2425.316071793117
51,0,2791.121010790709
52,0,2243.6817772966347
53,0,2254.7788695341746
54,0,1991.5886714453534
55,0,2068.5643792393
56,0,2477.4238307085843
57,0,2025.1526414351008
58,0,2460.7062927933603
59,0,2503.216506214389
60,0,2666.4878512136197
61,0,2227.8842923398693
62,0,1618.4942060522803
63,0,1929.9036307086901
64,0,2000.2163560527565
65,0,2473.7064370491244
66,0,2617.0580538989066
67,0,2537.072105084707
68,0,2869.688470387826
69,0,2527.399071369493
70,0,2306.848007802416
71,0,2571.757339308289
72,0,2039.6796533003583
73,0,2514.905968316428
74,0,2485.5160984213753
75,0,2664.929823909067
76,0,2368.4849648052486
77,0,1945.3761869034784
78,0,1724.9381705136716
79,0,2201.636192040211
80,0,2189.3718824397542
81,0,2615.9534565347853
82,0,2273.4380096387995
83,0,2294.062819141519
84,0,2205.743910038133
85,0,2447.8771779283916
86,0,1899.4541777246545
87,0,2537.6719542333417
88,0,1919.0152340972609
89,0,2491.9054002284333
90,0,1740.0102572611709
91,0,1726.3216944052228
92,0,2122.246397379513
93,0,1584.0190393847647
94,0,1959.1399760613785
95,0,2638.259222602891
96,0,2470.900416770538
97,0,1973.7955909089583
98,0,2455.0837391705604
99,0,2655.549212590597
100,0,2246.286237131137
101,0,1591.7529060620013
102,0,2183.7275326568456
103,0,2013.6906691358176
104,0,2285.341546859823
105,0,2501.18412897695
106,0,2441.648027044774
107,0,2231.5303018471814
108,0,1820.8507565955579
109,0,1600.2120185782821
110,0,2145.73516477036
111,0,2792.7288857244703
112,0,2436.2516155019625
113,0,2134.4069143256447
114,0,1906.6369452863237
115,0,2628.7194066575403
116,0,1402.5662822510862
117,0,2671.293276303214
118,0,1938.1245887250207
119,0,2317.7655502652233
120,0,2374.064550468829
121,0,2564.3779917373085
122,0,2032.468038349211
123,0,2185.7069752831844
124,0,2439.266696555132
125,0,2226.373938062883
126,0,2779.1233474084866
127,0,2875.555775746765
128,0,1808.20065771184
129,0,1838.43574812866
130,0,1992.2807737437513
131,0,2925.3197513996365
132,0,2500.8976347878
133,0,2329.9342501760934
134,0,2450.0940965418727
135,0,2135.914333297195
136,0,2225.7884350712275
137,0,2607.2579798531665
138,0,2399.892320308672
139,0,2339.294857255769
140,0,1692.841114019408
141,0,2226.57282773258
142,0,2249.0680405941553
143,0,2390.0435722176267
144,0,2030.1947482578503
145,0,1953.3353911026231
146,0,2192.202788923293
147,0,2429.6119496719557
148,0,2142.3989419344753
149,0,2070.144296515811
150,0,2616.7331974295266
151,0,3032.004430520058
152,0,2329.9666301249495
153,0,2360.7490200106076
154,0,2284.587820583945
155,0,2530.3034093767183
156,0,2083.531323405987
157,0,2496.977646099101
158,0,2061.1776848950676
