T,S,X0,X1
0,0.0,0.531327701783505,-0.5948701354038746
1,0.0,-0.8044059395399927,-0.5470701775738669
2,0.0,-0.819515134467736,-0.017125540703061826
3,0.0,0.47316030049934754,-1.3891026993656408
4,0.0,-0.08695290158721945,0.18368805978197095
5,0.0,-1.0365341393601086,0.6798734555072283
6,0.0,0.4112181678970329,-0.3809318672997562
7,0.0,-0.13126122774590987,1.2175974647820484
8,0.0,0.21025413817761313,-1.007356481897583
9,0.0,0.9051644371884507,-1.4231585626475451
10,0.0,-0.34646555681189706,0.05582645598137215
11,0.0,0.3715205513326968,-0.6791656937704988
12,0.0,0.004015860514873494,0.08671367817387152
13,0.0,-0.34357545405104145,-0.5850264050599069
14,0.0,0.22664450548885032,-0.1533464155326914
15,0.0,0.22302910949783322,0.5590690763542441
16,0.0,-0.7401287095616146,0.24018830613545877
17,0.0,-0.24706633788335,-0.12073666234486882
18,0.0,-0.6259584903763729,0.8012881109473969
19,0.0,-1.0432644716674497,0.4397330315490764
20,0.0,1.3000687848694485,-1.4915863325147423
21,0.0,0.7505904904688012,-0.19917901470193983
22,0.0,0.23771521922371586,0.8363542808747269
23,0.0,1.0700358426971732,-1.2457370141142103
24,0.0,1.2989232634029193,0.6244454814190135
25,0.0,0.3073533957555113,0.16571309295880413
26,0.0,1.8134815833503413,-1.864410089171353
27,0.0,0.5853729343087204,-0.8438566481166948
28,0.0,0.2692007483504598,-0.2056871374143597
29,0.0,0.5716057051570961,-0.264322790789163
30,0.0,-0.2893185888404813,1.0771677969076365
31,0.0,-0.16471620965343609,-0.36664873608883297
32,0.0,-0.5186786343607199,0.25242315012797956
33,0.0,1.2862537099227445,-1.2936959466139073
34,0.0,-1.5060864570309715,1.6982243087852444
35,0.0,-1.102453554272017,1.0466995769972636
36,0.0,-0.2599427452743587,0.3504422225605994
37,0.0,-1.4799895773772613,1.1685137870918592
38,0.0,-1.7202651946468883,2.724831830399921
39,0.0,0.7683189911948667,-1.6125085438150746
40,0.0,0.827815234986239,-0.743650195797917
41,0.0,-1.0519542496749195,0.49978848252818847
42,0.0,-1.2566354589349538,1.360242077294548
43,0.0,0.7410485835205803,-0.9820292763270917
44,0.0,0.9861503239331583,-0.8658243167148321
45,0.0,0.06260703843503013,0.40001647575632393
46,0.0,-0.26001750119735667,-0.5723949867738445
47,0.0,0.14194234076145673,-0.6174271646094808
48,0.0,-0.319501015404057,0.12024428522687515
49,0.0,0.43537561216549603,0.2625116331145453
50,0.0,-0.6170242280425073,-0.08359143723863433
51,0.0,-0.3244360623195297,-0.4527684215161133
52,0.0,-0.687947565523495,-0.07466069458787566
53,0.0,0.5284732370557346,0.19008841666001414
54,0.0,-1.81819293050874,0.4692792455344763
55,0.0,1.4453527113952167,-0.5383997320707681
56,0.0,2.0045688463629747,-1.54293075108699
57,0.0,0.5238251604875408,0.5768096401621169
58,0.0,0.5344784808039628,-0.8725272658275189
59,0.0,-0.8427916721436671,1.0469269793621159
60,0.0,1.7114995612026362,-1.6253239610078485
61,0.0,-0.3024667534253928,0.47992000174260985
62,0.0,0.0454921579992601,0.040482312026694084
63,0.0,0.5925666828661253,-0.31976669935236646
64,0.0,-0.2860399477529884,-0.595244562626926
65,0.0,0.09405010213627196,-0.5662424429902992
66,0.0,-0.8873360986042373,-0.08892046216629851
67,0.0,0.2414586134970531,-0.7912903558394864
68,0.0,1.0529711619154358,0.4096425562148841
69,0.0,0.6852818525220081,0.09341285257709647
70,0.0,-0.11850543374874772,0.851035945294733
71,0.0,1.1542512068377193,-1.9832251858888164
72,0.0,0.9535217321289186,-0.9732386122752066
73,0.0,0.6557287424572569,-0.2578710302036099
74,0.0,-0.49292123312678515,-0.14167844704088234
75,0.0,-0.5958872190414439,1.7467784897678873
76,0.0,0.1561231429363781,-0.22647263204496132
77,0.0,-0.2537354748400643,0.7397926309003922
78,0.0,0.8350249870309289,-1.2251525827108452
79,0.0,2.709494848693588,-1.9792637453924298
80,0.0,-1.123266811931256,1.7636538013931717
81,0.0,1.0881592020441613,-1.4096083810219913
82,0.0,0.8675292063297146,-0.4103802210256323
83,0.0,-1.5084871688809458,0.3651066969687631
84,0.0,-1.3697239459430393,2.1846627315360445
85,0.0,0.5380533507952494,-1.5309563248767697
86,0.0,0.3764861534285643,0.46672098005386486
87,0.0,-0.8572117408165311,-0.5439082955624355
88,0.0,-0.3353902760968079,0.3917476346011815
89,0.0,1.3142009516396824,-0.2953185624305118
90,0.0,-0.9252817270493576,-0.010684565267307822
91,0.0,-0.4891985238664991,0.19770265965553827
92,0.0,-0.025688382282867975,-0.17466659405906163
93,0.0,-0.7211458956946645,0.8433053286316438
94,0.0,1.2517162026640147,-1.038879473119154
95,0.0,0.4445908441145481,0.16556346360022828
96,0.0,0.010365710175282816,0.14563826032294744
97,0.0,0.502237191759537,-0.9819218472767796
98,0.0,-0.5457233877817528,0.3559572614735067
99,0.0,0.9304542128917784,-0.2599901679611677
100,0.0,1.568711392237484,-1.0675927800746008
101,0.0,-0.8520628523655903,1.026420033663577
102,0.0,-0.7117352735386796,0.8639607018091666
103,0.0,-0.6485901978796684,0.8169011958781842
104,0.0,0.10122331504984605,-1.5237954493910078
105,0.0,-1.0283881827910446,1.8884349035130512
106,0.0,-1.1218754065729348,0.49761060870050416
107,0.0,0.9656482554364556,-0.8717919952236364
108,0.0,1.281047143328798,-1.5336894599164115
109,0.0,0.023245269562395476,0.8477511481325113
110,0.0,1.1180664327977452,-1.5030004027743318
111,0.0,1.1074148398613788,-1.2835768278179998
112,0.0,-0.5256608913928809,0.32638171944120853
113,0.0,0.4580707407116964,-0.508592255770858
114,0.0,1.7321787929188381,-1.545260323730089
115,0.0,0.5824967950103895,-1.4376777536604874
116,0.0,-0.8590150925718821,0.9000904381070136
117,0.0,-1.4007049016944302,0.9466952001912449
118,0.0,-0.8088049905479424,0.41860038975100355
119,0.0,1.2473626835243103,-0.7948134927627559
120,0.0,-0.5317370416584603,-0.06265885140627003
