T,S,X0
0,0,725.1261258310997
1,0,-666.3869673788826
2,0,1057.7988204426185
3,0,-825.609010232428
4,0,4.834316520042421
5,0,2537.432280264428
6,0,447.75954164697134
7,0,2773.0509474592527
8,0,-1981.4489942978585
9,0,-2078.443531053147
10,0,-1401.464074807335
11,0,969.9571404386853
12,0,1155.1395616317473
13,0,-1330.136578439929
14,0,-467.08052299722175
15,0,2483.9941870377634
16,0,-266.5160504476945
17,0,-0.3632873630477036
18,0,1820.5798509350616
19,0,-565.3543712019678
20,0,-295.7829111206248
21,0,3105.578811375516
22,0,1140.1638354673207
23,0,182.60817724326247
24,0,-2103.6067023450487
25,0,1193.593576668471
26,0,-1276.6051455918468
27,0,593.527207342431
28,0,3641.7654162625927
29,0,58.42331086772265
30,0,2647.9669781566504
31,0,-1987.613864514511
32,0,-4069.2947442757236
33,0,-1303.5461593139717
34,0,-2217.4043691886204
35,0,-848.9147830207437
36,0,1227.7065562568637
37,0,4036.402801593702
38,0,-4113.67805709901
39,0,-2793.348085985283
40,0,1036.5248770795542
41,0,-260.5662869461753
42,0,-1674.8490028044766
43,0,-72.91787839709856
44,0,-2462.143142925409
45,0,-5081.036040639216
46,0,2337.198655746121
47,0,-2986.0297730944203
48,0,196.530037908324
49,0,-1135.4790308567738
50,0,-100.38826337096623
51,0,901.5468248704642
52,0,-613.5043340545251
53,0,-23.44524851971569
54,0,1143.9908079544819
55,0,856.9113940084915
56,0,-3206.2957821717678
57,0,-1365.0192505858759
58,0,309.1903645235714
59,0,502.450450495797
60,0,-747.4956434654748
61,0,-110.26828939395631
62,0,-579.4848921866624
63,0,2388.4056839827094
64,0,647.8234228084461
65,0,-3844.548948457981
66,0,-3866.993752236843
67,0,3286.0690152709726
68,0,-3003.216735868587
69,0,-794.7198305107873
70,0,-798.964894107706
71,0,1956.441712289963
72,0,-513.7932605916083
73,0,366.6954032146856
74,0,892.4298081676648
75,0,-170.71377377695674
76,0,-2331.8124276383664
77,0,-2312.2765384600916
78,0,1281.2005985471587
79,0,-1928.7369631879096
80,0,-176.98180812345885
81,0,1498.9748789661
82,0,935.7414369327821
83,0,-2109.070245570548
84,0,2035.7151907604143
85,0,-1772.9033717134798
86,0,455.37758416349743
87,0,-1080.6352204820112
88,0,-790.6871621518701
89,0,-78.34734625016897
90,0,-1647.5751465784233
91,0,-4140.276307724288
92,0,-654.8118356690611
93,0,1286.9401828708972
94,0,-996.1060064690196
95,0,735.6400391335425
96,0,2873.8440928392442
97,0,-1679.7841666725603
98,0,1747.572785562012
99,0,430.50861092230684
100,0,-4673.566783246493
101,0,455.45528471132
