T,S,X0
0,0,-1064861.145000999
1,0,-1058742.737488832
2,0,-1062959.3655129117
3,0,-1057664.3631815396
4,0,-1055998.0568171435
5,0,-1059545.5097221492
6,0,-1063238.093276878
7,0,-1058658.4400956016
8,0,-1060795.4357677049
9,0,-1060562.7813784333
10,0,-1057142.6094602428
11,0,-1057875.529207191
12,0,-1062272.3418361624
13,0,-1061477.1357951353
14,0,-1061907.041169951
15,0,-1060626.9569122707
16,0,-1061327.333907806
17,0,-1058954.5035746817
18,0,-1060430.6382861515
19,0,-1061683.2078657069
20,0,-1063862.9812412078
21,0,-1059872.3922566532
22,0,-1059249.2040532713
23,0,-1056403.4411741083
24,0,-1056182.5445337186
25,0,-1057619.7198295235
26,0,-1062282.33028694
27,0,-1060617.995581523
28,0,-1062725.1838942429
29,0,-1061742.8304085338
30,0,-1058782.0137431447
31,0,-1058660.6187395058
32,0,-1062049.7167816982
33,0,-1060523.5571309342
34,0,-1056831.1201759735
35,0,-1059570.723247409
36,0,-1057443.87366756
37,0,-1058593.3383794683
38,0,-1059350.2050907926
39,0,-1059184.9103828408
40,0,-1058092.2874331295
41,0,-1056387.7054996577
42,0,-1060037.208576015
43,0,-1061767.6809097817
44,0,-1055636.3704394826
45,0,-1057018.9039583432
46,0,-1057857.9383254081
47,0,-1060687.489716912
48,0,-1062151.3892727883
49,0,-1061632.5396617034
50,0,-1062057.529729512
51,0,-1062061.5147013578
52,0,-1060800.02391399
53,0,-1057308.4091415715
54,0,-1061732.0740791701
55,0,-1058705.369551629
56,0,-1057682.6848147202
57,0,-1060307.3379922034
58,0,-1060178.4389120517
59,0,-1061722.821061715
60,0,-1055523.534173646
61,0,-1056587.941808717
62,0,-1063038.6407816655
63,0,-1059205.7263710322
64,0,-1061492.4902745406
65,0,-1061871.2846389578
66,0,-1058016.3534697418
67,0,-1061109.6880322194
68,0,-1059349.4971145696
69,0,-1058267.1175893883
70,0,-1059771.6462459252
71,0,-1060485.5488243576
72,0,-1059548.2924354502
73,0,-1059506.8381598147
74,0,-1062341.058621941
75,0,-1060579.726055225
76,0,-1059936.064451848
77,0,-1059525.502465655
78,0,-1063168.626046131
79,0,-1059764.9463841107
80,0,-1062651.8145613328
81,0,-1063741.93450784
82,0,-1060984.6922063406
83,0,-1063266.8315644597
84,0,-1058657.365789481
85,0,-1058656.077282832
86,0,-1060428.0040751316
87,0,-1064350.2283239437
88,0,-1057382.4477361257
89,0,-1066094.9525354456
90,0,-1058773.3857561958
91,0,-1062672.5638522883
92,0,-1060864.3865658103
93,0,-1061580.7157989156
94,0,-1062205.5372870963
95,0,-1059276.5788709978
96,0,-1058278.8403530593
97,0,-1055442.22066034
98,0,-1059101.889855014
99,0,-1064455.5362457458
100,0,-1058802.2420151532
101,0,-1059321.579306168
102,0,-1062949.6206215492
103,0,-1062269.4422410938
104,0,-1061191.6695130828
105,0,-1059259.4839303342
106,0,-1059399.2112956927
107,0,-1061072.5849375927
108,0,-1060702.4055371883
109,0,-1056664.585289806
110,0,-1059932.6196067017
111,0,-1058566.776203812
112,0,-1064688.7665703993
113,0,-1064762.8472035043
114,0,-1059618.843992447
115,0,-1059191.9859619094
116,0,-1055645.4230981695
117,0,-1058771.5462135344
118,0,-1061876.4717518324
119,0,-1060115.5718976334
120,0,-1062836.4767278382
121,0,-1062401.5641543015
122,0,-1064000.1917007607
123,0,-1058268.6095119417
124,0,-1060493.1098366664
125,0,-1060314.8502181226
126,0,-1057411.1221263965
127,0,-1058683.7484330062
128,0,-1058379.762686569
129,0,-1061361.1744255356
130,0,-1058664.3608402805
131,0,-1054211.8579245254
132,0,-1060366.3610822482
133,0,-1061380.665756409
134,0,-1059534.9989918298
135,0,-1063637.1712800756
136,0,-1062673.797107804
137,0,-1062913.3262318957
138,0,-1058827.8584926794
139,0,-1061086.4461493487
140,0,-1058615.1403823907
141,0,-1063614.4796463246
142,0,-1060907.7568389056
143,0,-1059748.8235389874
144,0,-1058672.6457904766
145,0,-1059728.10827163
146,0,-1064176.8096347947
147,0,-1057211.6873540056
148,0,-1057950.040321708
149,0,-1061156.375570882
150,0,-1057722.7714953492
151,0,-1062186.5493572415
152,0,-1057899.2066768857
153,0,-1060666.7985212847
154,0,-1059934.3996758498
155,0,-1061849.1842988965
156,0,-1057799.599550594
157,0,-1060138.735077406
158,0,-1059983.804519075
159,0,-1060864.4601762444
160,0,-1060982.030383313
161,0,-1056826.562093868
162,0,-1057927.759355165
163,0,-1057731.2728579687
164,0,-1059301.6116647297
165,0,-1059269.498766164
166,0,-1063424.66378907
167,0,-1061326.1106721852
168,0,-1059170.1379452134
169,0,-1057885.6312933506
170,0,-1059218.0367872266
171,0,-1062602.8475258376
172,0,-1059712.4458861647
173,0,-1063169.169293433
174,0,-1059682.9335221334
175,0,-1062877.7514380638
176,0,-1061790.5415014606
177,0,-1064073.4350520626
178,0,-1057320.51495574
179,0,-1058090.852003816
180,0,-1060431.510088718
181,0,-1059617.290537775
182,0,-1059549.7821767707
183,0,-1060486.6126122454
184,0,-1059471.4391359002
185,0,-1057343.5910230575
186,0,-1056121.2645072893
187,0,-1059894.5103450187
188,0,-1062608.3474914979
189,0,-1063463.0368581729
190,0,-1056371.4731054385
191,0,-1064094.906274474
192,0,-1062528.6423688193
193,0,-1062366.0584888866
194,0,-1059343.6871108022
195,0,-1059019.5562381772
196,0,-1061888.0886321946
197,0,-1057391.0349471709
198,0,-1062802.853011394
199,0,-1057045.4352922377
200,0,-1056880.8275399068
201,0,-1058382.7245468302
202,0,-1059598.5578951808
203,0,-1058192.591251811
204,0,-1061378.1442753791
205,0,-1060830.0661733532
206,0,-1062275.9722508122
207,0,-1058324.7126761286
208,0,-1063433.6027481607
209,0,-1063343.8213862877
210,0,-1063024.0802217037
211,0,-1060871.7536942011
212,0,-1059081.3071774745
213,0,-1056766.8943754495
214,0,-1061095.7039768884
215,0,-1060910.1695145282
216,0,-1061196.7264957333
217,0,-1060811.3780498395
218,0,-1060893.5326212044
219,0,-1062699.3222415883
220,0,-1060744.586480237
221,0,-1062048.0246730444
222,0,-1060356.913782717
223,0,-1061912.592044039
224,0,-1060128.0600065552
225,0,-1059718.5956461555
226,0,-1062046.7281844637
227,0,-1056405.7474706995
228,0,-1054331.8545257512
229,0,-1060703.9887719846
230,0,-1062266.8201704554
231,0,-1059051.766268201
232,0,-1062640.9820135857
233,0,-1062387.0030155126
234,0,-1058888.285045323
235,0,-1059040.93825032
236,0,-1060069.7176565963
237,0,-1060019.0720357487
238,0,-1064336.7430898154
239,0,-1057406.9314092046
240,0,-1060464.1492008865
241,0,-1058223.7213752882
242,0,-1063077.6055582878
243,0,-1066177.559146944
244,0,-1061644.5601524932
245,0,-1063541.2680950293
246,0,-1062219.942537718
247,0,-1060435.3729702919
248,0,-1060284.4545914321
249,0,-1058227.67553719
250,0,-1060165.4918834069
251,0,-1065848.8480170355
252,0,-1057887.877267994
253,0,-1061258.6987628983
254,0,-1057274.2949899978
255,0,-1061892.9927242831
256,0,-1061102.4176255818
257,0,-1059974.1779737512
258,0,-1059700.9803838371
259,0,-1059467.1613431158
260,0,-1055643.7536701588
261,0,-1062744.1221331127
262,0,-1060571.462348358
263,0,-1065185.854064644
264,0,-1062373.4902084598
265,0,-1061530.9199959727
266,0,-1059824.5645459716
267,0,-1062844.086056756
268,0,-1061300.9877127474
269,0,-1061162.3861796043
270,0,-1059845.1265011115
271,0,-1061064.114039777
272,0,-1062758.7632532495
273,0,-1058293.0945535952
274,0,-1061972.5479942341
275,0,-1063673.2243679685
276,0,-1058562.2531733816
277,0,-1062217.1793431968
278,0,-1060065.9919887558
279,0,-1062815.0590590006
280,0,-1061671.9983238752
281,0,-1062290.3524650226
282,0,-1055867.376764974
283,0,-1060350.9692128901
284,0,-1060302.1594195976
285,0,-1058710.8010932682
286,0,-1060512.9562179197
287,0,-1059158.0094909568
288,0,-1057954.0480999886
289,0,-1059078.5684976557
290,0,-1057665.5341351104
291,0,-1060217.2142201765
292,0,-1064275.3350843075
293,0,-1056312.0695701493
294,0,-1061356.0027813467
295,0,-1062868.6797073565
296,0,-1055707.5604312108
297,0,-1060080.800004434
298,0,-1055079.9069504612
299,0,-1059404.791631153
300,0,-1059328.930636228
301,0,-1062987.4486807073
302,0,-1057669.9156407528
303,0,-1061983.3425005034
304,0,-1058588.8106230146
305,0,-1060806.4192081417
306,0,-1059129.3096808812
307,0,-1062325.580030303
308,0,-1061117.7712898138
309,0,-1062645.6970133083
310,0,-1056197.4588362705
311,0,-1061152.6070663172
312,0,-1063741.5856151627
313,0,-1057367.40328506
314,0,-1063592.4553534877
315,0,-1061056.9014950849
316,0,-1059713.5930171579
317,0,-1062150.5331362428
318,0,-1059695.2715747368
319,0,-1060659.0147174953
320,0,-1059102.6931656783
321,0,-1057608.309952829
322,0,-1059014.1358991738
323,0,-1059367.8544151504
324,0,-1056315.9430097202
325,0,-1063588.837353015
326,0,-1061432.4708884957
327,0,-1060491.5764411076
328,0,-1056007.6013248917
329,0,-1057843.665288499
330,0,-1056232.9861150035
331,0,-1059851.1702523213
332,0,-1061427.6522637971
333,0,-1060858.2797382027
334,0,-1060822.8483469049
335,0,-1060723.5181031108
336,0,-1057471.5476555508
337,0,-1060802.9580922811
338,0,-1058711.8935332054
339,0,-1058356.1971726248
340,0,-1061496.4982225208
341,0,-1061707.0166617879
342,0,-1061252.1685464124
343,0,-1060168.64374946
344,0,-1060990.2812137175
345,0,-1060554.1739856363
346,0,-1061256.4647157534
347,0,-1057987.4500420254
348,0,-1059780.7733435968
349,0,-1063791.2789528894
350,0,-1058645.6168832092
351,0,-1061784.4606029035
352,0,-1059686.275982899
353,0,-1064700.4075790897
354,0,-1056453.3203970143
355,0,-1058528.097994762
356,0,-1059465.6127761637
357,0,-1058394.0846653334
358,0,-1060495.3579021615
359,0,-1065790.7728364852
360,0,-1061857.0374989796
361,0,-1062011.7944739282
362,0,-1059955.2760259246
363,0,-1058855.1376849087
364,0,-1060357.2042017963
365,0,-1062767.6208162403
366,0,-1058459.151550185
367,0,-1061007.468264916
368,0,-1060693.889212827
369,0,-1057798.0372099625
370,0,-1063512.3231216702
371,0,-1062756.659835838
372,0,-1059732.7060074685
373,0,-1061126.9083134877
374,0,-1060349.273527375
375,0,-1061297.643322838
376,0,-1061227.5180500573
377,0,-1055845.8337536966
378,0,-1063487.1658641598
379,0,-1054850.5060480959
380,0,-1057608.518124466
381,0,-1066760.1313286505
382,0,-1061323.6504465695
383,0,-1064900.8900013599
384,0,-1056323.6881228574
385,0,-1058460.543766549
386,0,-1062146.703014781
387,0,-1063937.9487038946
388,0,-1061807.086130303
389,0,-1062125.1100790454
390,0,-1063254.0217921697
391,0,-1058145.7102367252
392,0,-1061099.0865240744
393,0,-1063773.5818330983
394,0,-1061102.6827065996
395,0,-1058784.3296617458
396,0,-1062379.287785121
397,0,-1058848.6790577346
398,0,-1058782.0289696793
399,0,-1058233.9059903147
400,0,-1057063.8309832527
401,0,-1058987.1333030951
402,0,-1062606.488246313
403,0,-1059402.0032935783
404,0,-1058583.0250752717
405,0,-1058206.1680998567
406,0,-1061625.5050397532
407,0,-1062383.358417009
408,0,-1061045.9700355567
409,0,-1058019.8908195551
410,0,-1057867.294485859
411,0,-1064490.848980519
412,0,-1058519.8904307664
413,0,-1062630.9922245604
414,0,-1063479.0524121046
415,0,-1059773.402954799
416,0,-1061517.3455376553
417,0,-1059609.711236067
418,0,-1056196.1725171492
419,0,-1060877.6629813628
420,0,-1062766.0651502581
421,0,-1058944.1334317806
422,0,-1058482.739238978
423,0,-1058320.5518193087
424,0,-1054988.1121793066
425,0,-1057218.9502918583
426,0,-1059319.382933742
427,0,-1061228.6825727117
428,0,-1056505.2834864596
429,0,-1052997.7038061297
430,0,-1062305.229511176
431,0,-1058249.8324513321
432,0,-1060068.9355654046
433,0,-1064343.8542744988
434,0,-1057374.7915287567
435,0,-1058189.7818545273
436,0,-1064770.1364225175
437,0,-1061154.886207723
438,0,-1063573.8130370358
439,0,-1058557.4827205497
440,0,-1063176.0820471968
441,0,-1063381.202886649
442,0,-1060466.7555272619
443,0,-1062246.1386332097
444,0,-1059339.844179293
445,0,-1058260.8348626166
446,0,-1061767.9268389298
447,0,-1060503.5667483166
448,0,-1061468.5615863255
449,0,-1053895.160688486
450,0,-1056858.3476881345
451,0,-1061504.6055957067
452,0,-1065229.8944448938
453,0,-1063620.166243388
454,0,-1057903.3586227598
455,0,-1057544.4362160417
456,0,-1059400.3148802556
457,0,-1062297.590789438
458,0,-1060034.3627822332
459,0,-1060014.6731413535
460,0,-1060868.4919737524
461,0,-1063198.5879268837
462,0,-1059105.8923504523
463,0,-1061707.6922469193
464,0,-1061013.471329263
465,0,-1058553.7166706754
466,0,-1064619.2690702286
467,0,-1062055.6424953705
468,0,-1056856.5324918553
469,0,-1062076.9992232104
470,0,-1057001.9751195188
471,0,-1058342.086494109
472,0,-1061103.8134541889
473,0,-1059335.5742113008
474,0,-1059137.5541102707
475,0,-1060653.011089753
476,0,-1062819.9450710586
477,0,-1060952.697345952
478,0,-1060161.6271064002
479,0,-1057519.053102401
480,0,-1060660.64271587
481,0,-1059435.8603879646
482,0,-1059346.2759328173
483,0,-1060405.1853810407
484,0,-1057968.26254505
485,0,-1059727.0965801668
486,0,-1061381.7364783916
487,0,-1064139.2219540153
488,0,-1058749.9039796519
489,0,-1056545.9613129906
490,0,-1061987.6844946642
491,0,-1063733.8178157522
492,0,-1061339.1089139034
493,0,-1056793.1379827866
494,0,-1060835.1476789238
495,0,-1059380.2740746194
496,0,-1059837.1146830642
497,0,-1060060.7104453915
498,0,-1060892.1131063683
499,0,-1059198.1306760726
500,0,-1063645.0615936301
501,0,-1060765.7559827901
502,0,-1064616.9247434833
503,0,-1060116.4572347386
504,0,-1059296.7152663185
505,0,-1056486.852680508
506,0,-1055284.8281874647
507,0,-1056956.1153657825
508,0,-1062325.7061008557
509,0,-1059939.091819785
510,0,-1063050.5709397236
511,0,-1064199.0010449975
512,0,-1059560.0432984366
513,0,-1060032.3824720392
514,0,-1062470.4013416893
515,0,-1059985.1736092868
516,0,-1059988.9356870633
517,0,-1064898.7975291961
518,0,-1060768.8545114384
519,0,-1064208.995616666
520,0,-1062872.632461495
521,0,-1062074.2511497017
522,0,-1060488.8072272982
523,0,-1064734.6135947984
524,0,-1063583.7979770103
525,0,-1056206.460915539
526,0,-1061845.7380626402
527,0,-1061612.423976201
528,0,-1058556.6863834602
529,0,-1058886.5704142246
530,0,-1062787.716723439
531,0,-1059617.6862104218
532,0,-1057540.436531702
533,0,-1062893.176841465
534,0,-1059859.114552955
535,0,-1060184.363227709
536,0,-1060949.320685547
537,0,-1064710.061034268
538,0,-1061666.990493909
539,0,-1059760.1933479647
540,0,-1061579.6410237614
541,0,-1061749.3499753096
542,0,-1059104.1798516985
543,0,-1059197.229513332
544,0,-1057642.8056524498
545,0,-1058625.9621614774
546,0,-1057441.22316845
547,0,-1059188.992074565
548,0,-1060540.4951257284
549,0,-1058610.483460419
550,0,-1063559.8874190692
551,0,-1063937.7646925831
552,0,-1058693.4516444297
553,0,-1062266.0128493363
554,0,-1059534.551267899
555,0,-1059978.5025686563
556,0,-1061051.7750636896
557,0,-1061771.552181629
558,0,-1062320.6317111428
559,0,-1057640.6759694435
560,0,-1061582.0695151896
561,0,-1060687.3933579128
562,0,-1064461.5230624697
563,0,-1062674.530158054
564,0,-1056687.3502603231
565,0,-1060521.4466411686
566,0,-1059855.1695164198
567,0,-1056347.6371082421
568,0,-1061885.7004347465
569,0,-1059219.36337588
570,0,-1061476.615194944
571,0,-1059717.0515572326
572,0,-1057118.2932063378
573,0,-1061099.0483259908
574,0,-1060678.8018162774
575,0,-1057266.2488797617
576,0,-1060622.3874263775
577,0,-1060815.3654695377
578,0,-1060260.7993712334
579,0,-1058509.664694108
580,0,-1059037.6782837291
581,0,-1062010.6850363123
582,0,-1057577.3747427536
583,0,-1061254.7333601466
584,0,-1065972.4862586155
585,0,-1058363.2024277563
586,0,-1059318.6037495956
587,0,-1055684.6330940425
588,0,-1058439.2128848943
589,0,-1056557.3699318091
590,0,-1056534.3606014426
591,0,-1056717.4531219774
592,0,-1059768.5461121597
593,0,-1058695.1911904924
594,0,-1062888.9071921785
595,0,-1066461.9423035753
596,0,-1061455.0979162417
597,0,-1060705.3534132522
598,0,-1062081.8867930605
599,0,-1062749.5987473736
600,0,-1060487.7785845604
