Time,X1,Label
0,0.44413972609783303,0
1,1.6502228553863554,0
2,0.8710132173951798,0
3,0.8722584484246699,0
4,-0.7802798894262108,0
5,-1.0893218386950874,0
6,-0.130360902297807,0
7,0.1932335629251658,0
8,0.20936853100379027,0
9,-0.7532673326719777,0
10,-0.046186040483439106,0
11,-0.7516951796731409,0
12,0.05100409116101312,0
13,1.2020538252418427,0
14,1.2478459583445423,0
15,-0.07280101004815642,0
16,-1.104846992993512,0
17,-1.3492905434551499,0
18,-0.5345147569506429,0
19,0.1916865906809132,0
20,0.6776560781576617,0
21,1.4602099300009697,0
22,-0.6361690305116983,0
23,-0.3748649642126836,0
24,-0.32941598985191234,0
25,0.1639710062761169,0
26,1.7821271818169167,0
27,1.6790447525805599,0
28,-0.03345685923895908,0
29,-0.5570956703336756,0
30,-1.0383440961063994,0
31,0.5591059320643428,0
32,0.8949347173106648,0
33,1.0982671410953342,0
34,1.0538705895205345,0
35,-0.15490495405147547,0
36,-1.4264301657706813,0
37,-0.6836123412950905,0
38,-0.21214273668010591,0
39,0.8816226275041686,0
40,1.386191836969437,0
41,-0.16767216385472888,0
42,-1.040919937658624,0
43,-0.6509226708782012,0
44,0.038951523448561134,0
45,0.9264851672824941,0
46,0.2769840405653342,0
47,-0.4732761396663058,0
48,-0.23678780884763206,0
49,-1.5590445693354953,0
50,0.3640986423401835,0
51,0.42580382477862044,0
52,0.3145780773798378,0
53,0.7364158585280403,0
54,-0.41105516033542044,0
55,-0.9543082583881446,0
56,-1.0275974063310513,0
57,0.9974777484265867,0
58,0.9640915298676614,0
59,0.5468255171652219,0
60,0.07570370139141763,0
61,-0.3738810468240975,0
62,-1.3789648510012067,0
63,0.15087457777657926,0
64,1.6487624965117385,0
65,0.7387483551913689,0
66,-0.6941478527841958,0
67,-0.9602567766783383,0
68,-1.186595908571519,0
69,0.38095924947182375,0
70,1.131027458883815,0
71,-0.20718857225147014,0
72,-0.024992385396704675,0
73,-0.7899580168475878,0
74,-1.2636927617175577,0
75,-0.022614645653503906,0
76,0.5018293905740737,0
77,0.8167608169861145,0
78,-0.02947932150697108,0
79,-0.2104516390667724,0
80,-1.0785071225891625,0
81,-0.8350224245262194,0
82,-0.38726428359536147,0
83,0.35296778794697636,0
84,0.17401640821998943,0
85,-0.29806999492885394,0
86,-1.5876981018649328,0
87,-1.704936404256985,0
88,0.2452758800046343,0
89,-0.19930777429452862,0
90,0.8018643152258222,0
91,0.1459170637567674,0
92,-0.5275356732927357,0
93,-2.5111542998616994,0
94,0.3611549911053149,0
95,-0.08326012920674308,0
96,1.6734819524005649,0
97,0.6111714786957219,0
98,-0.3225134315852888,0
99,-1.3634559652621228,0
100,1.0471052309984463,0
101,0.37312478168715796,0
102,1.5127282513516138,0
103,0.48545399538960965,0
104,-0.05495001932089488,0
105,-1.6097911014774287,0
106,-0.0033955873972902895,0
107,0.5889779421850341,0
108,0.9633684948260188,0
109,0.926806463000612,0
110,-0.7453035209873413,0
111,-0.619390468792241,0
112,-0.5242701252043115,0
113,0.3231597122838198,0
114,0.5664593784924739,0
115,1.2361446957902191,0
116,-0.7635368721765581,0
117,0.46709820919776346,0
118,-1.2654254774862104,0
119,-0.5227326232957625,0
120,0.9316294104672533,0
121,1.235137406176016,0
122,0.2941887302062193,0
123,-1.1267316908063656,0
124,-0.61492818147241,0
125,-1.2961154971617517,0
126,-0.13692474038041041,0
127,0.5986249405374584,0
128,0.817187552230309,0
129,0.8580746993127181,0
130,-0.9688275611214751,0
131,-0.5120275410406168,0
132,0.4701075289660281,0
133,0.5637550997641982,0
134,1.5965543963845834,0
135,-0.4440222812523092,0
136,-0.3005294274945916,0
137,-1.0549807736953818,0
138,-0.2242943298734685,0
139,0.728954925359758,0
140,1.20365919925559,0
141,0.7307877957480637,0
142,-1.3283961924589114,0
143,-0.281176240871455,0
144,0.417239519167,0
145,0.44766923420334764,0
146,0.4692386385288557,0
147,1.6208877118202667,0
148,0.10989045060802377,0
149,-1.181016268814873,0
150,-0.29890624939695654,0
151,0.2999878820531614,0
152,1.6878594681858718,0
153,1.3290168562770057,0
154,-0.35037466907553305,0
155,-0.9777025174832299,0
156,-1.1394008865026604,0
157,-0.5251759416748193,0
158,1.4495756827842488,0
159,-0.12162403209576045,0
160,0.4823131625539951,0
161,-0.9081616773419668,0
162,-1.09048393620138,0
163,-0.563214818333507,0
164,0.49170505704987094,0
165,1.3701047463920824,0
166,0.14986873210414337,0
167,-0.8090443286171372,0
168,-1.3534061074899197,0
169,-0.5800754246012856,0
170,0.6263371215071816,0
171,0.7585125814147079,0
172,1.501277967689206,0
173,0.1155454943793934,0
174,-0.7930764768089258,0
175,-0.8744464173909093,0
176,1.1265917999593875,0
